Setting,Exposure,Theta_A,Seed,Article,t,N,B,A
model,fair,0.7459743804762068,53,b,3,0,0,0
model,fair,0.7459743804762068,53,b,4,0,0,0
model,fair,0.7459743804762068,53,b,5,0,0,0
model,fair,0.7459743804762068,53,b,6,0,0,0
model,fair,0.7459743804762068,53,b,7,0,0,0
model,fair,0.7459743804762068,53,b,8,0,0,0
model,fair,0.7459743804762068,53,b,9,0,0,0
model,fair,0.7459743804762068,54,b,0,69,69,0
model,fair,0.7459743804762068,54,b,1,7,7,0
model,fair,0.7459743804762068,54,b,2,0,0,0
model,fair,0.7459743804762068,54,b,3,0,0,0
model,fair,0.7459743804762068,54,b,4,0,0,0
model,fair,0.7459743804762068,54,b,5,0,0,0
model,fair,0.7459743804762068,54,b,6,0,0,0
model,fair,0.7459743804762068,54,b,7,0,0,0
model,fair,0.7459743804762068,54,b,8,0,0,0
model,fair,0.7459743804762068,54,b,9,0,0,0
model,fair,0.7459743804762068,55,b,0,69,69,0
model,fair,0.7459743804762068,55,b,1,3,3,0
model,fair,0.7459743804762068,55,b,2,0,0,0
model,fair,0.7459743804762068,55,b,3,0,0,0
model,fair,0.7459743804762068,55,b,4,0,0,0
model,fair,0.7459743804762068,55,b,5,0,0,0
model,fair,0.7459743804762068,55,b,6,0,0,0
model,fair,0.7459743804762068,55,b,7,0,0,0
model,fair,0.7459743804762068,55,b,8,0,0,0
model,fair,0.7459743804762068,55,b,9,0,0,0
model,fair,0.7459743804762068,56,b,0,69,69,0
model,fair,0.7459743804762068,56,b,1,6,6,0
model,fair,0.7459743804762068,56,b,2,1,1,0
model,fair,0.7459743804762068,56,b,3,0,0,0
model,fair,0.7459743804762068,56,b,4,0,0,0
model,fair,0.7459743804762068,56,b,5,0,0,0
model,fair,0.7459743804762068,56,b,6,0,0,0
model,fair,0.7459743804762068,56,b,7,0,0,0
model,fair,0.7459743804762068,56,b,8,0,0,0
model,fair,0.7459743804762068,56,b,9,0,0,0
model,fair,0.7459743804762068,57,b,0,69,69,0
model,fair,0.7459743804762068,57,b,1,7,7,0
model,fair,0.7459743804762068,57,b,2,0,0,0
model,fair,0.7459743804762068,57,b,3,0,0,0
model,fair,0.7459743804762068,57,b,4,0,0,0
model,fair,0.7459743804762068,57,b,5,0,0,0
model,fair,0.7459743804762068,57,b,6,0,0,0
model,fair,0.7459743804762068,57,b,7,0,0,0
model,fair,0.7459743804762068,57,b,8,0,0,0
model,fair,0.7459743804762068,57,b,9,0,0,0
model,fair,0.7459743804762068,58,b,0,69,69,0
model,fair,0.7459743804762068,58,b,1,5,5,0
model,fair,0.7459743804762068,58,b,2,0,0,0
model,fair,0.7459743804762068,58,b,3,0,0,0
model,fair,0.7459743804762068,58,b,4,0,0,0
model,fair,0.7459743804762068,58,b,5,0,0,0
model,fair,0.7459743804762068,58,b,6,0,0,0
model,fair,0.7459743804762068,58,b,7,0,0,0
model,fair,0.7459743804762068,58,b,8,0,0,0
model,fair,0.7459743804762068,58,b,9,0,0,0
model,fair,0.7459743804762068,59,b,0,69,69,0
model,fair,0.7459743804762068,59,b,1,5,5,0
model,fair,0.7459743804762068,59,b,2,0,0,0
model,fair,0.7459743804762068,59,b,3,0,0,0
model,fair,0.7459743804762068,59,b,4,0,0,0
model,fair,0.7459743804762068,59,b,5,0,0,0
model,fair,0.7459743804762068,59,b,6,0,0,0
model,fair,0.7459743804762068,59,b,7,0,0,0
model,fair,0.7459743804762068,59,b,8,0,0,0
model,fair,0.7459743804762068,59,b,9,0,0,0
model,fair,0.7459743804762068,60,b,0,69,69,0
model,fair,0.7459743804762068,60,b,1,6,6,0
model,fair,0.7459743804762068,60,b,2,1,1,0
model,fair,0.7459743804762068,60,b,3,0,0,0
model,fair,0.7459743804762068,60,b,4,0,0,0
model,fair,0.7459743804762068,60,b,5,0,0,0
model,fair,0.7459743804762068,60,b,6,0,0,0
model,fair,0.7459743804762068,60,b,7,0,0,0
model,fair,0.7459743804762068,60,b,8,0,0,0
model,fair,0.7459743804762068,60,b,9,0,0,0
model,fair,0.7459743804762068,61,b,0,69,69,0
model,fair,0.7459743804762068,61,b,1,7,7,0
model,fair,0.7459743804762068,61,b,2,0,0,0
model,fair,0.7459743804762068,61,b,3,0,0,0
model,fair,0.7459743804762068,61,b,4,0,0,0
model,fair,0.7459743804762068,61,b,5,0,0,0
model,fair,0.7459743804762068,61,b,6,0,0,0
model,fair,0.7459743804762068,61,b,7,0,0,0
model,fair,0.7459743804762068,61,b,8,0,0,0
model,fair,0.7459743804762068,61,b,9,0,0,0
model,fair,0.7459743804762068,62,b,0,69,69,0
model,fair,0.7459743804762068,62,b,1,4,4,0
model,fair,0.7459743804762068,62,b,2,2,2,0
model,fair,0.7459743804762068,62,b,3,1,1,0
model,fair,0.7459743804762068,62,b,4,0,0,0
model,fair,0.7459743804762068,62,b,5,0,0,0
model,fair,0.7459743804762068,62,b,6,0,0,0
model,fair,0.7459743804762068,62,b,7,0,0,0
model,fair,0.7459743804762068,62,b,8,0,0,0
model,fair,0.7459743804762068,62,b,9,0,0,0
model,fair,0.7459743804762068,63,b,0,69,69,0
model,fair,0.7459743804762068,63,b,1,3,3,0
model,fair,0.7459743804762068,63,b,2,0,0,0
model,fair,0.7459743804762068,63,b,3,0,0,0
model,fair,0.7459743804762068,63,b,4,0,0,0
model,fair,0.7459743804762068,63,b,5,0,0,0
model,fair,0.7459743804762068,63,b,6,0,0,0
model,fair,0.7459743804762068,63,b,7,0,0,0
model,fair,0.7459743804762068,63,b,8,0,0,0
model,fair,0.7459743804762068,63,b,9,0,0,0
model,fair,0.7459743804762068,64,b,0,69,69,0
model,fair,0.7459743804762068,64,b,1,5,5,0
model,fair,0.7459743804762068,64,b,2,0,0,0
model,fair,0.7459743804762068,64,b,3,0,0,0
model,fair,0.7459743804762068,64,b,4,0,0,0
model,fair,0.7459743804762068,64,b,5,0,0,0
model,fair,0.7459743804762068,64,b,6,0,0,0
model,fair,0.7459743804762068,64,b,7,0,0,0
model,fair,0.7459743804762068,64,b,8,0,0,0
model,fair,0.7459743804762068,64,b,9,0,0,0
model,fair,0.7459743804762068,65,b,0,69,69,0
model,fair,0.7459743804762068,65,b,1,6,6,0
model,fair,0.7459743804762068,65,b,2,0,0,0
model,fair,0.7459743804762068,65,b,3,0,0,0
model,fair,0.7459743804762068,65,b,4,0,0,0
model,fair,0.7459743804762068,65,b,5,0,0,0
model,fair,0.7459743804762068,65,b,6,0,0,0
model,fair,0.7459743804762068,65,b,7,0,0,0
model,fair,0.7459743804762068,65,b,8,0,0,0
model,fair,0.7459743804762068,65,b,9,0,0,0
model,fair,0.7459743804762068,66,b,0,69,69,0
model,fair,0.7459743804762068,66,b,1,6,6,0
model,fair,0.7459743804762068,66,b,2,1,1,0
model,fair,0.7459743804762068,66,b,3,0,0,0
model,fair,0.7459743804762068,66,b,4,0,0,0
model,fair,0.7459743804762068,66,b,5,0,0,0
model,fair,0.7459743804762068,66,b,6,0,0,0
model,fair,0.7459743804762068,66,b,7,0,0,0
model,fair,0.7459743804762068,66,b,8,0,0,0
model,fair,0.7459743804762068,66,b,9,0,0,0
model,fair,0.7459743804762068,67,b,0,69,69,0
model,fair,0.7459743804762068,67,b,1,5,5,0
model,fair,0.7459743804762068,67,b,2,0,0,0
model,fair,0.7459743804762068,67,b,3,0,0,0
model,fair,0.7459743804762068,67,b,4,0,0,0
model,fair,0.7459743804762068,67,b,5,0,0,0
model,fair,0.7459743804762068,67,b,6,0,0,0
model,fair,0.7459743804762068,67,b,7,0,0,0
model,fair,0.7459743804762068,67,b,8,0,0,0
model,fair,0.7459743804762068,67,b,9,0,0,0
model,fair,0.7459743804762068,68,b,0,69,69,0
model,fair,0.7459743804762068,68,b,1,5,5,0
model,fair,0.7459743804762068,68,b,2,0,0,0
model,fair,0.7459743804762068,68,b,3,0,0,0
model,fair,0.7459743804762068,68,b,4,0,0,0
model,fair,0.7459743804762068,68,b,5,0,0,0
model,fair,0.7459743804762068,68,b,6,0,0,0
model,fair,0.7459743804762068,68,b,7,0,0,0
model,fair,0.7459743804762068,68,b,8,0,0,0
model,fair,0.7459743804762068,68,b,9,0,0,0
model,fair,0.7459743804762068,69,b,0,69,69,0
model,fair,0.7459743804762068,69,b,1,8,8,0
model,fair,0.7459743804762068,69,b,2,1,1,0
model,fair,0.7459743804762068,69,b,3,0,0,0
model,fair,0.7459743804762068,69,b,4,0,0,0
model,fair,0.7459743804762068,69,b,5,0,0,0
model,fair,0.7459743804762068,69,b,6,0,0,0
model,fair,0.7459743804762068,69,b,7,0,0,0
model,fair,0.7459743804762068,69,b,8,0,0,0
model,fair,0.7459743804762068,69,b,9,0,0,0
model,fair,0.7459743804762068,70,b,0,69,69,0
model,fair,0.7459743804762068,70,b,1,7,7,0
model,fair,0.7459743804762068,70,b,2,0,0,0
model,fair,0.7459743804762068,70,b,3,0,0,0
model,fair,0.7459743804762068,70,b,4,0,0,0
model,fair,0.7459743804762068,70,b,5,0,0,0
model,fair,0.7459743804762068,70,b,6,0,0,0
model,fair,0.7459743804762068,70,b,7,0,0,0
model,fair,0.7459743804762068,70,b,8,0,0,0
model,fair,0.7459743804762068,70,b,9,0,0,0
model,fair,0.7459743804762068,71,b,0,69,69,0
model,fair,0.7459743804762068,71,b,1,3,3,0
model,fair,0.7459743804762068,71,b,2,1,1,0
model,fair,0.7459743804762068,71,b,3,0,0,0
model,fair,0.7459743804762068,71,b,4,0,0,0
model,fair,0.7459743804762068,71,b,5,0,0,0
model,fair,0.7459743804762068,71,b,6,0,0,0
model,fair,0.7459743804762068,71,b,7,0,0,0
model,fair,0.7459743804762068,71,b,8,0,0,0
model,fair,0.7459743804762068,71,b,9,0,0,0
model,fair,0.7459743804762068,72,b,0,69,69,0
model,fair,0.7459743804762068,72,b,1,4,4,0
model,fair,0.7459743804762068,72,b,2,0,0,0
model,fair,0.7459743804762068,72,b,3,0,0,0
model,fair,0.7459743804762068,72,b,4,0,0,0
model,fair,0.7459743804762068,72,b,5,0,0,0
model,fair,0.7459743804762068,72,b,6,0,0,0
model,fair,0.7459743804762068,72,b,7,0,0,0
model,fair,0.7459743804762068,72,b,8,0,0,0
model,fair,0.7459743804762068,72,b,9,0,0,0
model,fair,0.7459743804762068,73,b,0,69,69,0
model,fair,0.7459743804762068,73,b,1,4,4,0
model,fair,0.7459743804762068,73,b,2,0,0,0
model,fair,0.7459743804762068,73,b,3,0,0,0
model,fair,0.7459743804762068,73,b,4,0,0,0
model,fair,0.7459743804762068,73,b,5,0,0,0
model,fair,0.7459743804762068,73,b,6,0,0,0
model,fair,0.7459743804762068,73,b,7,0,0,0
model,fair,0.7459743804762068,73,b,8,0,0,0
model,fair,0.7459743804762068,73,b,9,0,0,0
model,fair,0.7459743804762068,74,b,0,69,69,0
model,fair,0.7459743804762068,74,b,1,6,6,0
model,fair,0.7459743804762068,74,b,2,1,1,0
model,fair,0.7459743804762068,74,b,3,0,0,0
model,fair,0.7459743804762068,74,b,4,0,0,0
model,fair,0.7459743804762068,74,b,5,0,0,0
model,fair,0.7459743804762068,74,b,6,0,0,0
model,fair,0.7459743804762068,74,b,7,0,0,0
model,fair,0.7459743804762068,74,b,8,0,0,0
model,fair,0.7459743804762068,74,b,9,0,0,0
model,fair,0.7459743804762068,75,b,0,69,69,0
model,fair,0.7459743804762068,75,b,1,3,3,0
model,fair,0.7459743804762068,75,b,2,0,0,0
model,fair,0.7459743804762068,75,b,3,0,0,0
model,fair,0.7459743804762068,75,b,4,0,0,0
model,fair,0.7459743804762068,75,b,5,0,0,0
model,fair,0.7459743804762068,75,b,6,0,0,0
model,fair,0.7459743804762068,75,b,7,0,0,0
model,fair,0.7459743804762068,75,b,8,0,0,0
model,fair,0.7459743804762068,75,b,9,0,0,0
model,fair,0.7459743804762068,76,b,0,69,69,0
model,fair,0.7459743804762068,76,b,1,6,6,0
model,fair,0.7459743804762068,76,b,2,0,0,0
model,fair,0.7459743804762068,76,b,3,0,0,0
model,fair,0.7459743804762068,76,b,4,0,0,0
model,fair,0.7459743804762068,76,b,5,0,0,0
model,fair,0.7459743804762068,76,b,6,0,0,0
model,fair,0.7459743804762068,76,b,7,0,0,0
model,fair,0.7459743804762068,76,b,8,0,0,0
model,fair,0.7459743804762068,76,b,9,0,0,0
model,fair,0.7459743804762068,77,b,0,69,69,0
model,fair,0.7459743804762068,77,b,1,7,7,0
model,fair,0.7459743804762068,77,b,2,0,0,0
model,fair,0.7459743804762068,77,b,3,0,0,0
model,fair,0.7459743804762068,77,b,4,0,0,0
model,fair,0.7459743804762068,77,b,5,0,0,0
model,fair,0.7459743804762068,77,b,6,0,0,0
model,fair,0.7459743804762068,77,b,7,0,0,0
model,fair,0.7459743804762068,77,b,8,0,0,0
model,fair,0.7459743804762068,77,b,9,0,0,0
model,fair,0.7459743804762068,78,b,0,69,69,0
model,fair,0.7459743804762068,78,b,1,6,6,0
model,fair,0.7459743804762068,78,b,2,0,0,0
model,fair,0.7459743804762068,78,b,3,0,0,0
model,fair,0.7459743804762068,78,b,4,0,0,0
model,fair,0.7459743804762068,78,b,5,0,0,0
model,fair,0.7459743804762068,78,b,6,0,0,0
model,fair,0.7459743804762068,78,b,7,0,0,0
model,fair,0.7459743804762068,78,b,8,0,0,0
model,fair,0.7459743804762068,78,b,9,0,0,0
model,fair,0.7459743804762068,79,b,0,69,69,0
model,fair,0.7459743804762068,79,b,1,10,10,0
model,fair,0.7459743804762068,79,b,2,2,2,0
model,fair,0.7459743804762068,79,b,3,0,0,0
model,fair,0.7459743804762068,79,b,4,0,0,0
model,fair,0.7459743804762068,79,b,5,0,0,0
model,fair,0.7459743804762068,79,b,6,0,0,0
model,fair,0.7459743804762068,79,b,7,0,0,0
model,fair,0.7459743804762068,79,b,8,0,0,0
model,fair,0.7459743804762068,79,b,9,0,0,0
model,fair,0.7459743804762068,80,b,0,69,69,0
model,fair,0.7459743804762068,80,b,1,4,4,0
model,fair,0.7459743804762068,80,b,2,1,1,0
model,fair,0.7459743804762068,80,b,3,0,0,0
model,fair,0.7459743804762068,80,b,4,0,0,0
model,fair,0.7459743804762068,80,b,5,0,0,0
model,fair,0.7459743804762068,80,b,6,0,0,0
model,fair,0.7459743804762068,80,b,7,0,0,0
model,fair,0.7459743804762068,80,b,8,0,0,0
model,fair,0.7459743804762068,80,b,9,0,0,0
model,fair,0.7459743804762068,81,b,0,69,69,0
model,fair,0.7459743804762068,81,b,1,6,6,0
model,fair,0.7459743804762068,81,b,2,0,0,0
model,fair,0.7459743804762068,81,b,3,0,0,0
model,fair,0.7459743804762068,81,b,4,0,0,0
model,fair,0.7459743804762068,81,b,5,0,0,0
model,fair,0.7459743804762068,81,b,6,0,0,0
model,fair,0.7459743804762068,81,b,7,0,0,0
model,fair,0.7459743804762068,81,b,8,0,0,0
model,fair,0.7459743804762068,81,b,9,0,0,0
model,fair,0.7459743804762068,82,b,0,69,69,0
model,fair,0.7459743804762068,82,b,1,4,4,0
model,fair,0.7459743804762068,82,b,2,1,1,0
model,fair,0.7459743804762068,82,b,3,0,0,0
model,fair,0.7459743804762068,82,b,4,0,0,0
model,fair,0.7459743804762068,82,b,5,0,0,0
model,fair,0.7459743804762068,82,b,6,0,0,0
model,fair,0.7459743804762068,82,b,7,0,0,0
model,fair,0.7459743804762068,82,b,8,0,0,0
model,fair,0.7459743804762068,82,b,9,0,0,0
model,fair,0.7459743804762068,83,b,0,69,69,0
model,fair,0.7459743804762068,83,b,1,6,6,0
model,fair,0.7459743804762068,83,b,2,0,0,0
model,fair,0.7459743804762068,83,b,3,0,0,0
model,fair,0.7459743804762068,83,b,4,0,0,0
model,fair,0.7459743804762068,83,b,5,0,0,0
model,fair,0.7459743804762068,83,b,6,0,0,0
model,fair,0.7459743804762068,83,b,7,0,0,0
model,fair,0.7459743804762068,83,b,8,0,0,0
model,fair,0.7459743804762068,83,b,9,0,0,0
model,fair,0.7459743804762068,84,b,0,69,69,0
model,fair,0.7459743804762068,84,b,1,4,4,0
model,fair,0.7459743804762068,84,b,2,0,0,0
model,fair,0.7459743804762068,84,b,3,0,0,0
model,fair,0.7459743804762068,84,b,4,0,0,0
model,fair,0.7459743804762068,84,b,5,0,0,0
model,fair,0.7459743804762068,84,b,6,0,0,0
model,fair,0.7459743804762068,84,b,7,0,0,0
model,fair,0.7459743804762068,84,b,8,0,0,0
model,fair,0.7459743804762068,84,b,9,0,0,0
model,fair,0.7459743804762068,85,b,0,69,69,0
model,fair,0.7459743804762068,85,b,1,6,6,0
model,fair,0.7459743804762068,85,b,2,2,2,0
model,fair,0.7459743804762068,85,b,3,0,0,0
model,fair,0.7459743804762068,85,b,4,0,0,0
model,fair,0.7459743804762068,85,b,5,0,0,0
model,fair,0.7459743804762068,85,b,6,0,0,0
model,fair,0.7459743804762068,85,b,7,0,0,0
model,fair,0.7459743804762068,85,b,8,0,0,0
model,fair,0.7459743804762068,85,b,9,0,0,0
model,fair,0.7459743804762068,86,b,0,69,69,0
model,fair,0.7459743804762068,86,b,1,5,5,0
model,fair,0.7459743804762068,86,b,2,0,0,0
model,fair,0.7459743804762068,86,b,3,0,0,0
model,fair,0.7459743804762068,86,b,4,0,0,0
model,fair,0.7459743804762068,86,b,5,0,0,0
model,fair,0.7459743804762068,86,b,6,0,0,0
model,fair,0.7459743804762068,86,b,7,0,0,0
model,fair,0.7459743804762068,86,b,8,0,0,0
model,fair,0.7459743804762068,86,b,9,0,0,0
model,fair,0.7459743804762068,87,b,0,69,69,0
model,fair,0.7459743804762068,87,b,1,2,2,0
model,fair,0.7459743804762068,87,b,2,0,0,0
model,fair,0.7459743804762068,87,b,3,0,0,0
model,fair,0.7459743804762068,87,b,4,0,0,0
model,fair,0.7459743804762068,87,b,5,0,0,0
model,fair,0.7459743804762068,87,b,6,0,0,0
model,fair,0.7459743804762068,87,b,7,0,0,0
model,fair,0.7459743804762068,87,b,8,0,0,0
model,fair,0.7459743804762068,87,b,9,0,0,0
model,fair,0.7459743804762068,88,b,0,69,69,0
model,fair,0.7459743804762068,88,b,1,4,4,0
model,fair,0.7459743804762068,88,b,2,0,0,0
model,fair,0.7459743804762068,88,b,3,0,0,0
model,fair,0.7459743804762068,88,b,4,0,0,0
model,fair,0.7459743804762068,88,b,5,0,0,0
model,fair,0.7459743804762068,88,b,6,0,0,0
model,fair,0.7459743804762068,88,b,7,0,0,0
model,fair,0.7459743804762068,88,b,8,0,0,0
model,fair,0.7459743804762068,88,b,9,0,0,0
model,fair,0.7459743804762068,89,b,0,69,69,0
model,fair,0.7459743804762068,89,b,1,11,11,0
model,fair,0.7459743804762068,89,b,2,0,0,0
model,fair,0.7459743804762068,89,b,3,0,0,0
model,fair,0.7459743804762068,89,b,4,0,0,0
model,fair,0.7459743804762068,89,b,5,0,0,0
model,fair,0.7459743804762068,89,b,6,0,0,0
model,fair,0.7459743804762068,89,b,7,0,0,0
model,fair,0.7459743804762068,89,b,8,0,0,0
model,fair,0.7459743804762068,89,b,9,0,0,0
model,fair,0.7459743804762068,90,b,0,69,69,0
model,fair,0.7459743804762068,90,b,1,4,4,0
model,fair,0.7459743804762068,90,b,2,0,0,0
model,fair,0.7459743804762068,90,b,3,0,0,0
model,fair,0.7459743804762068,90,b,4,0,0,0
model,fair,0.7459743804762068,90,b,5,0,0,0
model,fair,0.7459743804762068,90,b,6,0,0,0
model,fair,0.7459743804762068,90,b,7,0,0,0
model,fair,0.7459743804762068,90,b,8,0,0,0
model,fair,0.7459743804762068,90,b,9,0,0,0
model,fair,0.7459743804762068,91,b,0,69,69,0
model,fair,0.7459743804762068,91,b,1,6,6,0
model,fair,0.7459743804762068,91,b,2,0,0,0
model,fair,0.7459743804762068,91,b,3,0,0,0
model,fair,0.7459743804762068,91,b,4,0,0,0
model,fair,0.7459743804762068,91,b,5,0,0,0
model,fair,0.7459743804762068,91,b,6,0,0,0
model,fair,0.7459743804762068,91,b,7,0,0,0
model,fair,0.7459743804762068,91,b,8,0,0,0
model,fair,0.7459743804762068,91,b,9,0,0,0
model,fair,0.7459743804762068,92,b,0,69,69,0
model,fair,0.7459743804762068,92,b,1,6,6,0
model,fair,0.7459743804762068,92,b,2,1,1,0
model,fair,0.7459743804762068,92,b,3,0,0,0
model,fair,0.7459743804762068,92,b,4,0,0,0
model,fair,0.7459743804762068,92,b,5,0,0,0
model,fair,0.7459743804762068,92,b,6,0,0,0
model,fair,0.7459743804762068,92,b,7,0,0,0
model,fair,0.7459743804762068,92,b,8,0,0,0
model,fair,0.7459743804762068,92,b,9,0,0,0
model,fair,0.7459743804762068,93,b,0,69,69,0
model,fair,0.7459743804762068,93,b,1,4,4,0
model,fair,0.7459743804762068,93,b,2,0,0,0
model,fair,0.7459743804762068,93,b,3,0,0,0
model,fair,0.7459743804762068,93,b,4,0,0,0
model,fair,0.7459743804762068,93,b,5,0,0,0
model,fair,0.7459743804762068,93,b,6,0,0,0
model,fair,0.7459743804762068,93,b,7,0,0,0
model,fair,0.7459743804762068,93,b,8,0,0,0
model,fair,0.7459743804762068,93,b,9,0,0,0
model,fair,0.7459743804762068,94,b,0,69,69,0
model,fair,0.7459743804762068,94,b,1,10,10,0
model,fair,0.7459743804762068,94,b,2,1,1,0
model,fair,0.7459743804762068,94,b,3,0,0,0
model,fair,0.7459743804762068,94,b,4,0,0,0
model,fair,0.7459743804762068,94,b,5,0,0,0
model,fair,0.7459743804762068,94,b,6,0,0,0
model,fair,0.7459743804762068,94,b,7,0,0,0
model,fair,0.7459743804762068,94,b,8,0,0,0
model,fair,0.7459743804762068,94,b,9,0,0,0
model,fair,0.7459743804762068,95,b,0,69,69,0
model,fair,0.7459743804762068,95,b,1,6,6,0
model,fair,0.7459743804762068,95,b,2,0,0,0
model,fair,0.7459743804762068,95,b,3,0,0,0
model,fair,0.7459743804762068,95,b,4,0,0,0
model,fair,0.7459743804762068,95,b,5,0,0,0
model,fair,0.7459743804762068,95,b,6,0,0,0
model,fair,0.7459743804762068,95,b,7,0,0,0
model,fair,0.7459743804762068,95,b,8,0,0,0
model,fair,0.7459743804762068,95,b,9,0,0,0
model,fair,0.7459743804762068,96,b,0,69,69,0
model,fair,0.7459743804762068,96,b,1,4,4,0
model,fair,0.7459743804762068,96,b,2,0,0,0
model,fair,0.7459743804762068,96,b,3,0,0,0
model,fair,0.7459743804762068,96,b,4,0,0,0
model,fair,0.7459743804762068,96,b,5,0,0,0
model,fair,0.7459743804762068,96,b,6,0,0,0
model,fair,0.7459743804762068,96,b,7,0,0,0
model,fair,0.7459743804762068,96,b,8,0,0,0
model,fair,0.7459743804762068,96,b,9,0,0,0
model,fair,0.7459743804762068,97,b,0,69,69,0
model,fair,0.7459743804762068,97,b,1,4,4,0
model,fair,0.7459743804762068,97,b,2,1,1,0
model,fair,0.7459743804762068,97,b,3,0,0,0
model,fair,0.7459743804762068,97,b,4,0,0,0
model,fair,0.7459743804762068,97,b,5,0,0,0
model,fair,0.7459743804762068,97,b,6,0,0,0
model,fair,0.7459743804762068,97,b,7,0,0,0
model,fair,0.7459743804762068,97,b,8,0,0,0
model,fair,0.7459743804762068,97,b,9,0,0,0
model,fair,0.7459743804762068,98,b,0,69,69,0
model,fair,0.7459743804762068,98,b,1,7,7,0
model,fair,0.7459743804762068,98,b,2,0,0,0
model,fair,0.7459743804762068,98,b,3,0,0,0
model,fair,0.7459743804762068,98,b,4,0,0,0
model,fair,0.7459743804762068,98,b,5,0,0,0
model,fair,0.7459743804762068,98,b,6,0,0,0
model,fair,0.7459743804762068,98,b,7,0,0,0
model,fair,0.7459743804762068,98,b,8,0,0,0
model,fair,0.7459743804762068,98,b,9,0,0,0
model,fair,0.7459743804762068,99,b,0,69,69,0
model,fair,0.7459743804762068,99,b,1,3,3,0
model,fair,0.7459743804762068,99,b,2,0,0,0
model,fair,0.7459743804762068,99,b,3,0,0,0
model,fair,0.7459743804762068,99,b,4,0,0,0
model,fair,0.7459743804762068,99,b,5,0,0,0
model,fair,0.7459743804762068,99,b,6,0,0,0
model,fair,0.7459743804762068,99,b,7,0,0,0
model,fair,0.7459743804762068,99,b,8,0,0,0
model,fair,0.7459743804762068,99,b,9,0,0,0
model,opt,1.0,0,b,0,69,69,0
model,opt,1.0,0,b,1,3,3,0
model,opt,1.0,0,b,2,0,0,0
model,opt,1.0,0,b,3,0,0,0
model,opt,1.0,0,b,4,0,0,0
model,opt,1.0,0,b,5,0,0,0
model,opt,1.0,0,b,6,0,0,0
model,opt,1.0,0,b,7,0,0,0
model,opt,1.0,0,b,8,0,0,0
model,opt,1.0,0,b,9,0,0,0
model,opt,1.0,1,b,0,69,69,0
model,opt,1.0,1,b,1,7,7,0
model,opt,1.0,1,b,2,2,2,0
model,opt,1.0,1,b,3,0,0,0
model,opt,1.0,1,b,4,0,0,0
model,opt,1.0,1,b,5,0,0,0
model,opt,1.0,1,b,6,0,0,0
model,opt,1.0,1,b,7,0,0,0
model,opt,1.0,1,b,8,0,0,0
model,opt,1.0,1,b,9,0,0,0
model,opt,1.0,2,b,0,69,69,0
model,opt,1.0,2,b,1,13,13,0
model,opt,1.0,2,b,2,0,0,0
model,opt,1.0,2,b,3,0,0,0
model,opt,1.0,2,b,4,0,0,0
model,opt,1.0,2,b,5,0,0,0
model,opt,1.0,2,b,6,0,0,0
model,opt,1.0,2,b,7,0,0,0
model,opt,1.0,2,b,8,0,0,0
model,opt,1.0,2,b,9,0,0,0
model,opt,1.0,3,b,0,69,69,0
model,opt,1.0,3,b,1,7,7,0
model,opt,1.0,3,b,2,0,0,0
model,opt,1.0,3,b,3,0,0,0
model,opt,1.0,3,b,4,0,0,0
model,opt,1.0,3,b,5,0,0,0
model,opt,1.0,3,b,6,0,0,0
model,opt,1.0,3,b,7,0,0,0
model,opt,1.0,3,b,8,0,0,0
model,opt,1.0,3,b,9,0,0,0
model,opt,1.0,4,b,0,69,69,0
model,opt,1.0,4,b,1,2,2,0
model,opt,1.0,4,b,2,0,0,0
model,opt,1.0,4,b,3,0,0,0
model,opt,1.0,4,b,4,0,0,0
model,opt,1.0,4,b,5,0,0,0
model,opt,1.0,4,b,6,0,0,0
model,opt,1.0,4,b,7,0,0,0
model,opt,1.0,4,b,8,0,0,0
model,opt,1.0,4,b,9,0,0,0
model,opt,1.0,5,b,0,69,69,0
model,opt,1.0,5,b,1,5,5,0
model,opt,1.0,5,b,2,1,1,0
model,opt,1.0,5,b,3,0,0,0
model,opt,1.0,5,b,4,0,0,0
model,opt,1.0,5,b,5,0,0,0
model,opt,1.0,5,b,6,0,0,0
model,opt,1.0,5,b,7,0,0,0
model,opt,1.0,5,b,8,0,0,0
model,opt,1.0,5,b,9,0,0,0
model,opt,1.0,6,b,0,69,69,0
model,opt,1.0,6,b,1,7,7,0
model,opt,1.0,6,b,2,2,2,0
model,opt,1.0,6,b,3,0,0,0
model,opt,1.0,6,b,4,0,0,0
model,opt,1.0,6,b,5,0,0,0
model,opt,1.0,6,b,6,0,0,0
model,opt,1.0,6,b,7,0,0,0
model,opt,1.0,6,b,8,0,0,0
model,opt,1.0,6,b,9,0,0,0
model,opt,1.0,7,b,0,69,69,0
model,opt,1.0,7,b,1,7,7,0
model,opt,1.0,7,b,2,1,1,0
model,opt,1.0,7,b,3,0,0,0
model,opt,1.0,7,b,4,0,0,0
model,opt,1.0,7,b,5,0,0,0
model,opt,1.0,7,b,6,0,0,0
model,opt,1.0,7,b,7,0,0,0
model,opt,1.0,7,b,8,0,0,0
model,opt,1.0,7,b,9,0,0,0
model,opt,1.0,8,b,0,69,69,0
model,opt,1.0,8,b,1,6,6,0
model,opt,1.0,8,b,2,1,1,0
model,opt,1.0,8,b,3,0,0,0
model,opt,1.0,8,b,4,0,0,0
model,opt,1.0,8,b,5,0,0,0
model,opt,1.0,8,b,6,0,0,0
